Gene Symbol	Name	Entrez GeneId	Genome Location	Tier	Hallmark	Chr Band	Somatic	Germline	Tumour Types(Somatic)	Tumour Types(Germline)	Cancer Syndrome	Tissue Type	Molecular Genetics	Role in Cancer	Mutation Types	Translocation Partner	Other Germline Mut	Other Syndrome	Synonyms
RSPO3	R-spondin 3	84870	6:127119193-127196007	1		6q22.33	yes		colorectal			E	Dom	"oncogene, fusion"	T	PTPRK			"84870,ENSG00000146374,Q9BXY4,RSPO3,THSD2"
RUNDC2A	RUN domain containing 2A	92017	16:11976807-12052226	2		16p13.13	yes		"PMBL, Hodgkin lymphoma"			L	Dom	fusion	T	CIITA			"84127,ENSG00000140660,FLJ12363,Q9HA26,RUNDC2A"
RUNX1	runt-related transcription factor 1  (AML1)	861	21:34792135-35048899	1		21q22.3	yes		"AML, pre B-ALL, T-ALL"			L	Dom	"oncogene, TSG, fusion"	T	"RPL22, MECOM, CBFA2T3, RUNX1T1, ETV6, AFF3"			"861,AML1,CBFA2,ENSG00000159216,Q01196,RUNX1"
RUNX1T1	"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)"	862	8:91960242-92017340	1	Yes	8q22	yes		AML			L	Dom	"oncogene, TSG, fusion"	T	"KMT2A, RUNX1"			"862,AML1T1,CBFA2T1,ENSG00000079102,Q06455,RUNX1T1"
S100A7	S100 calcium binding protein A7	6278	1:153457806-153459013	2		1q21.3	yes		"melanoma, T-cell lymphoma"			"E, L"		fusion	"Mis, T"	VAV1			"6278,ENSG00000143556,P31151,PSOR1,S100A7"
SALL4	spalt like transcription factor 4	57167	20:51784265-51802408	1		20q13.2	yes		"colorectal cancer, breast cancer, prostate cancer, glioblastoma, melanoma"			E		oncogene	"Mis, F"			Duane-radial ray syndrome	"57167,ENSG00000101115,Q9UJQ4,SALL4"
SBDS	Shwachman-Bodian-Diamond syndrome protein	51119	7:66988371-66995417	1		7q11		yes		"AML, MDS"	Schwachman-Diamond syndrome	L	Rec	TSG	"F, N, O"				"51119,ENSG00000126524,Q9Y3A5,SBDS"
SDC4	syndecan 4	6385	20:45327264-45348384	1		20q12	yes		NSCLC			E	Dom	fusion	T	ROS1			"6385,ENSG00000124145,P31431,SDC4"
SDHA	"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)"	6389	5:218356-256420	1	Yes	5p15	yes	yes	"GIST, paraganglioma"	paraganglioma	paragangliomas-5 (PGL5)	"M, O"	Rec	TSG	"Mis, N"				"6389,ENSG00000073578,P31040,SDH2,SDHA"
SDHAF2	succinate dehydrogenase complex assembly factor 2	54949	11:61430147-61446071	1		11q12.2		yes		paraganglioma	familial paraganglioma	M	Rec	TSG	M				"54949,C11orf79,ENSG00000167985,PGL2,Q9NX18,SDHAF2"
SDHB	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)"	6390	1:17018881-17054019	1		1p36.1-p35		yes		"paraganglioma, pheochromocytoma"	familial paraganglioma	O	Rec	TSG	"Mis, N, F"				"6390,ENSG00000117118,P21912,SDH,SDH1,SDHB"
SDHC	"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa"	6391	1:161314406-161362433	1		1q21		yes		"paraganglioma, pheochromocytoma"	familial paraganglioma	O	Rec	TSG	"Mis, N, F"				"55973,6391,BCAP29,ENSG00000075790,ENSG00000143252,PGL3,Q99643,Q9UHQ4,SDHC"
SDHD	"succinate dehydrogenase complex, subunit D, integral membrane protein"	6392	11:112086908-112094970	1		11q23		yes		"paraganglioma, pheochromocytoma"	familial paraganglioma	O	Rec	TSG	"Mis, N, F, S"				"6392,ENSG00000204370,O14521,PGL,PGL1,SDHD"
SEPT5	septin 5	5413	22:19714590-19722485	2		22q11.21	yes		AML			L	Dom	fusion	T	KMT2A			"2812,ENSG00000184702,PNUTL1,Q99719,SEPT5"
SEPT6	septin 6	23157	X:119618762-119693105	2		Xq24	yes		AML			L	Dom	fusion	T	KMT2A			"23157,ENSG00000125354,Q14141,SEPT6"
SEPT9	septin 9	10801	17:77320327-77498658	2		17q25	yes		AML*			L	Dom	fusion	T	KMT2A			"10801,ENSG00000184640,MSF,Q9UHD8,SEPT9"
SET	SET translocation	6418	9:128689583-128694664	1		9q34	yes		T-ALL			L	Dom	"oncogene, fusion"	T	NUP214			"6418,ENSG00000119335,Q01105,SET"
SETBP1	SET binding protein 1	26040	18:44701347-45063698	1		18q21.1	yes	yes	"aCML, sAML, MDS/MPN-U, CMML, JMML"	neuroepithelial tumours	Schinzel-Giedion syndrome	L	Dom	"oncogene, fusion"	"Mis, T"	NUP98			"26040,ENSG00000152217,Q9Y6X0,SETBP1"
SETD1B	SET domain containing 1B	23067	12:121819473-121830240	2		12q24.31	yes		"CRC, endometrium"			E		TSG	"D, F"				"23067,ENSG00000139718,Q9UPS6,SETD1B"
SETD2	SET domain containing 2	29072	3:47017093-47123126	1		3p21.31	yes		clear cell renal carcinoma			E	Rec	TSG	"N, F, S, Mis"				"29072,ENSG00000181555,SETD2"
SETDB1	SET domain bifurcated 1	9869	1:150927715-150964364	2		1q21.3	yes		malignant mesothelioma			E		oncogene	"F, Mis"				"9869,ENSG00000143379,Q15047,SETDB1"
SF3B1	"splicing factor 3b, subunit 1, 155kDa"	23451	2:197392303-197434999	1		2q33.1	yes		myelodysplastic syndrome			L	Dom	oncogene	Mis				"23451,ENSG00000115524,O75533,SF3B1"
SFPQ	splicing factor proline/glutamine rich(polypyrimidine tract binding protein associated)	6421	1:35184456-35193049	1	Yes	1p34.3	yes		papillary renal			E	Dom	"TSG, fusion"	T	TFE3			"6421,ENSG00000116560,P23246,SFPQ"
SFRP4	secreted frizzled related protein 4	6424	7:37907479-37916537	1		7p14.1	yes		"colorectal cancer, melanoma, SCC, gastric cancer, oesophageal SCC"			E	Rec	TSG	Mis		yes	Pyle disease	"6424,ENSG00000106483,Q6FHJ7,SFRP4"
SGK1	serum/glucocorticoid regulated kinase 1	6446	6:134170268-134174807	2		6q23.2	yes		Nodular lymphocyte predominant Hodgkin lymphoma			L		oncogene	Mis				"6446,ENSG00000118515,O00141,SGK,SGK1"
SH2B3	SH2B adaptor protein 3	10019	12:111418146-111448302	1		12q24.12	yes		"MPN, sAML, erythrocytosis, B-ALL"			L	Rec	TSG	"Mis, F, N"		yes	"Coeliac disease type 13; diabetes mellitus, insulin-dependent;"	"10019,ENSG00000111252,Q9UQQ2,SH2B3"
SH3GL1	SH3-domain GRB2-like 1 (EEN)	6455	19:4361600-4400368	1		19p13.3	yes		AL			L	Dom	"oncogene, fusion"	T	KMT2A			"6455,ENSG00000141985,Q99961,SH3GL1"
SIRPA	signal regulatory protein alpha	140885	20:1895448-1937568	2		20p13	yes		"HNSCC, colorectal cancer, Lung SCC"			E		TSG	"O, F"				"140885,ENSG00000198053,P78324,PTPNS1,SIRPA"
SIX1	SIX homeobox 1	6495	14:60646283-60649189	1		14q23.1	yes		Wilms tumour			O		oncogene	Mis				"6495,DFNA23,ENSG00000126778,Q15475,SIX1"
SIX2	SIX homeobox 2	10736	2:45006170-45009110	2		2p21	yes		Wilms tumour			O		oncogene	Mis				"10736,ENSG00000170577,Q9NPC8,SIX2"
SKI	SKI proto-oncogene	6497	1:2228767-2306765	2		1p36.33-p36.32	yes		melanoma			E		oncogene	Mis				"6497,ENSG00000157933,P12755,SKI"
SLC34A2	"solute carrier family 34 (sodium phosphate), member 2"	10568	4:25662501-25676749	1	Yes	4p15.2	yes		NSCLC			E	Dom	"TSG, fusion"	T	ROS1			"10568,ENSG00000157765,O95436,SLC34A2"
SLC45A3	"solute carrier family 45, member 3"	85414	1:205659234-205664656	1	Yes	1q32	yes		prostate			E	Dom	fusion	T	"ETV1, ETV5, ELK4, ERG, BRAF"			"85414,ENSG00000158715,PCANAP2,PCANAP6,PCANAP8,Q96JT2,SLC45A3"
SMAD2	SMAD family member 2	4087	18:47841827-47896756	1	Yes	18q21	yes		"colorectal carcinoma, hepatocellular carcinoma"			E	Rec	TSG	"Mis, N"				"4087,ENSG00000175387,MADH2,Q15796,SMAD2"
SMAD3	SMAD family member 3	4088	15:67066155-67190536	1	Yes	15q21-q22	yes		"colorectal carcinoma, oral squamous cell carcinoma"			E	Rec	TSG	Mis				"4088,ENSG00000166949,MADH3,P84022,SMAD3"
SMAD4	SMAD family member 4	4089	18:51047047-51078467	1		18q21.1	yes	yes	"colorectal, pancreatic, small intestine"	gastrointestinal polyp	juvenile polyposis	E	Rec	TSG	"D, Mis, N, F"				"4089,ENSG00000141646,MADH4,Q13485,SMAD4"
SMARCA4	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"	6597	19:10984152-11061816	1		19p13.2	yes		"NSCLC, SCCOHT"			E	Rec	TSG	"F, N, Mis, S"				"6597,ENSG00000127616,P51532,SMARCA4,SNF2L4"
SMARCB1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	6598	22:23787170-23834180	1		22q11	yes	yes	malignant rhabdoid	malignant rhabdoid	rhabdoid predisposition syndrome	M	Rec	TSG	"D, N, F, S"				"6598,ENSG00000099956,Q12824,SMARCB1,SNF5L1"
SMARCD1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"	6602	12:50085487-50099000	1		12q13-q14	yes		breast			E	Rec	TSG	N				"6602,ENSG00000066117,Q96GM5,SMARCD1"
SMARCE1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"	6605	17:40628785-40645626	1		17q21.2		yes		meningioma		O	Rec	TSG	"F, Mis, N"				"6605,ENSG00000073584,Q969G3,SMARCE1"
SMC1A	structural maintenance of chromosomes 1A	8243	X:53380103-53422600	2		Xp11.22	yes		AML			L		TSG	Mis		yes	Cornelia de Lange syndrome	"8243,ENSG00000072501,Q14683,SMC1A,SMC1L1"
SMO	smoothened homolog (Drosophila)	6608	7:129189152-129212451	1		7q31-q32	yes		skin basal cell			E	Dom	oncogene	Mis				"6608,ENSG00000128602,Q99835,SMO,SMOH"
SND1	staphylococcal nuclease and tudor domain containing 1	27044	7:127652374-128092058	1		7q31.3	yes		pancreas acinar carcinoma			E	Dom	"oncogene, fusion"	T	BRAF			"27044,ENSG00000197157,Q7KZF4,SND1"
SOCS1	suppressor of cytokine signaling 1	8651	16:11254843-11255478	1		16p13.13	yes		"Hodgkin lymphoma, PMBL"			L	Rec	TSG	"F, O"				"8651,ENSG00000185338,O15524,SOCS1"
SOX2	SRY (sex determining region Y)-box 2	6657	3:181712361-181713314	1		3q26.3-q27	yes		"NSCLC, oesophageal squamous carcinoma"			E	Dom	oncogene	A		yes	Microphthalmia and oesophageal atresia syndrome	"6657,ENSG00000181449,P48431,SOX2"
SOX21	SRY-box 21	11166	13:94711219-94712049	2		13q32.1	yes		multiple myeloma			L		TSG	D				"11166,ENSG00000125285,Q9Y651,SOX21"
SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	92521	17:20096653-20314066	2		17p11.2	yes		JMML			L	Dom	fusion	T	PDGFRB			"92521,CYTSB,ENSG00000128487,Q5M775,SPECC1"
SPEN	spen family transcriptional repressor	23013	1:15848068-15939427	1		1p36	yes		"SMZL, adenoid cystic carcinoma, DLBCL"			L	Rec	TSG	"F, Mis, N"				"23013,ENSG00000065526,Q96T58,SPEN"
SPOP	speckle type POZ protein	8405	17:49600378-49622810	1	Yes	17q21.33	yes	yes	"prostate, endometrial"	prostate cancer		E	Rec	TSG	Mis				"8405,ENSG00000121067,O43791,SPOP"
SRC	"SRC proto-oncogene, non-receptor tyrosine kinase"	6714	20:37384154-37403379	1		20q11.23	yes		"colorectal cancer, endometrial carcinoma"			E	Dom	oncogene	"Mis, N"				"6714,ENSG00000197122,P12931,SRC,SRC1"
SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	9901	3:8985519-9248951	2		3p25.3	yes		pilocytic astrocytoma			O	Dom	fusion	T	RAF1			"9901,ENSG00000196220,O43295,SRGAP2,SRGAP3"
SRSF2	serine/arginine-rich splicing factor 2	6427	17:76736161-76737160	1		17q25	yes		"MDS, CLL"			L	Dom	oncogene	Mis				"6427,ENSG00000161547,Q01130,SFRS2,SRSF2"
SRSF3	serine/arginine-rich splicing factor 3	6428	6:36596763-36601989	1		6p21	yes		follicular lymphoma			L	Dom	"oncogene, fusion"	T	BCL6			"6428,ENSG00000112081,P84103,SFRS3,SRSF3"
SS18	"synovial sarcoma translocation, chromosome 18"	6760	18:26018354-26090569	1		18q11.2	yes		synovial sarcoma			M	Dom	fusion	T	"SSX1,  SSX2, SSX4"			"6760,ENSG00000141380,Q15532,SS18,SSXT"
SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	26039	20:62143822-62179209	1		20q13.3	yes		synovial sarcoma			M	Dom	fusion	T	SSX1			"26039,ENSG00000184402,O75177,SS18L1"
SSX1	"synovial sarcoma, X breakpoint 1"	6756	X:48257242-48266387	1		Xp11.23-p11.22	yes		synovial sarcoma			M	Dom	"oncogene, fusion"	T	SS18			"6756,ENSG00000126752,Q16384,SSX1"
SSX2	"synovial sarcoma, X breakpoint 2"	6757	X:52752681-52789480	1		Xp11.23-p11.22	yes		synovial sarcoma			M	Dom	"oncogene, fusion"	T	SS18			"6757,ENSG00000241476,Q16385,SSX,SSX2"
SSX4	"synovial sarcoma, X breakpoint 4"	6759	X:48391869-48411372	1		Xp11.23	yes		synovial sarcoma			M	Dom	"oncogene, fusion"	T	SS18			"6759,ENSG00000204645,O60224,SSX4"
STAG1	stromal antigen 1	10274	3:136338254-136630898	2		3q22.3	yes		"colorectal cancer, AML"			"E, L"		TSG	"Mis, N"				"10274,ENSG00000118007,Q8WVM7,STAG1"
STAG2	stromal antigen 2	10735	X:124022628-124100597	1		Xq25	yes		"bladder carcinoma, glioblastoma, melanoma, Ewing's sarcoma, myeloid neoplasms"			"E, L, M, O"	Rec	TSG	"Mis, N, F, S"				"10735,ENSG00000101972,Q8N3U4,STAG2"
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	6774	17:42315745-42348516	1		17q21.31	yes	yes	T-cell large granular lymphocytic leukaemia	paediatric large granular lymphocytic leukaemia		L	Dom	oncogene	"Mis,O"		yes	IPEX-like syndrome	"6774,ENSG00000168610,P40763,STAT3"
STAT5B	signal transducer and activator of transcription 5B	6777	17:42201738-42232127	1		17q11.2	yes		"large granular lymphocytic leukaemia, skin basal cell, APL"			"L, E"	Dom	"oncogene, TSG, fusion"	"Mis, O, T"	RARA	yes	IPEX-like syndrome	"6777,ENSG00000173757,P51692,STAT5B"
STAT6	"signal transducer and activator of transcription 6, interleukin-4 induced"	6778	12:57096572-57108278	1		12q13	yes		"solitary fibrous tumour, meningeal haemangiopericytoma"			"M, O"	Dom	"oncogene, fusion"	T	NAB2			"6778,ENSG00000166888,P42226,STAT6"
STIL	SCL/TAL1 interrupting locus	6491	1:47251136-47310319	1		1p32	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TAL1			"6491,ENSG00000123473,Q15468,SIL,STIL"
STK11	serine/threonine kinase 11 gene (LKB1)	6794	19:1206914-1226647	1		19p13.3	yes	yes	"NSCLC, pancreatic"	"jejunal hamartoma, ovarian, testicular, pancreatic"	Peutz-Jeghers syndrome	"E, M, O"	Rec	TSG	"D, Mis, N, F, S"				"6794,ENSG00000118046,Q15831,STK11"
STRN	"striatin, calmodulin binding protein"	6801	2:36849456-36966463	1		2p22.2	yes		"anaplastic thyroid, papillary thyroid, lung"			E	Dom	fusion	T	ALK			"6801,ENSG00000115808,O43815,STRN"
SUFU	suppressor of fused homolog (Drosophila)	51684	10:102504153-102630155	1		10q24.32	yes	yes	medulloblastoma	medulloblastoma	medulloblastoma predisposition	O	Rec	TSG	"D, F, S"				"51684,ENSG00000107882,Q9UMX1,SUFU"
SUZ12	suppressor of zeste 12 homolog (Drosophila)	23512	17:31937247-31999003	1	Yes	17q11.2	yes		endometrial stromal tumour			M	Dom	"oncogene, TSG, fusion"	T	JAZF1			"23512,ENSG00000178691,Q15022,SUZ12"
SYK	spleen tyrosine kinase	6850	9:90843899-90895600	1		9q22	yes		"MDS, peripheral T-cell lymphoma"			L	Dom	"oncogene, fusion"	T	"ETV6, ITK"			"6850,ENSG00000165025,P43405,SYK"
TAF15	"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa"	8148	17:35809571-35846946	1		17q11.1-q11.2	yes		"extraskeletal myxoid chondrosarcoma, ALL"			"L, M"	Dom	"oncogene, fusion"	T	"NR4A3, CHN1, ZNF384"			"8148,ENSG00000172660,Q92804,TAF15,TAF2N"
TAL1	T-cell acute lymphocytic leukemia 1 (SCL)	6886	1:47219720-47225888	1		1p32	yes		lymphoblastic leukaemia/biphasic			L	Dom	"oncogene, fusion"	T	"TRD, STIL"			"6886,ENSG00000162367,P17542,TAL1,TCL5"
TAL2	T-cell acute lymphocytic leukemia 2	6887	9:108424779-108425393	1		9q31	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TRB			
TBL1XR1	transducin (beta)-like 1 X-linked receptor 1	79718	3:177025498-177064977	1	Yes	3q26.32	yes		"splenic marginal zone lymphoma, primary central nervous system lymphoma, colorectal carcinoma, gallbladder carcinoma"			"L, E, M"	Rec	"oncogene, TSG, fusion"	"F, Mis"				"79718,ENSG00000177565,Q9BZK7,TBL1XR1"
TBX3	T-box 3	6926	12:114671841-114683200	1		12q24.21	yes		"breast, large intestine, skin"			E	Dom	"oncogene, TSG"	"Mis, N, F, O"		yes	ulnar-mammary syndrome	"6926,ENSG00000135111,O15119,TBX3,UMS"
TCEA1	"transcription elongation factor A (SII), 1"	6917	8:53970288-53984488	1		8q11.2	yes		salivary adenoma			E	Dom	fusion	T	PLAG1			"6917,ENSG00000187735,TCEA1"
TCF12	"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)"	6938	15:56919914-57288514	1		15q21	yes		extraskeletal myxoid chondrosarcoma			M	Dom	fusion	T	NR4A3			"6938,ENSG00000140262,Q99081,TCF12"
TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	6929	19:1611707-1650248	1		19p13.3	yes		pre B-ALL			L	Dom	"oncogene, TSG, fusion"	T	"PBX1, HLF, TFPT"			"6929,ENSG00000071564,P15923,TCF3"
TCF7L2	transcription factor 7-like 2	6934	10:112950757-113165972	1	Yes	10q25.3	yes		colorectal			E	Dom	"oncogene, fusion"	T	VTI1A			"6934,ENSG00000148737,Q9NQB0,TCF4,TCF7L2"
TCL1A	T-cell leukemia/lymphoma 1A	8115	14:95711755-95714066	1	Yes	14q32.1	yes		T-CLL			L	Dom	"oncogene, fusion"	T	TRA			"8115,ENSG00000100721,P56279,TCL1A"
TEC	tec protein tyrosine kinase	7006	4:48137416-48228614	2		4p12-p11	yes		myxoid chondrosarcoma			M		"oncogene, fusion"	T				"7006,ENSG00000135605,P42680,TEC"
TERT	telomerase reverse transcriptase	7015	5:1253728-1294989	1	Yes	5p15.33	yes	yes	"melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types"	melanoma		"E, O"	Dom	"oncogene, TSG"	Promoter Mis		yes	"Dyskeratosis congenita, Telomere-related pulmonary fibrosis and/or bone marrow failure  1"	"7015,ENSG00000164362,O14746,TERT"
TET1	tet methylcytosine dioxygenase 1	80312	10:68572340-68691815	1	Yes	10q21	yes		AML			L	Dom	"oncogene, TSG, fusion"	T	KMT2A			"80312,CXXC6,ENSG00000138336,Q8NFU7,TET1"
TET2	tet oncogene family member 2	54790	4:105233943-105276519	1		4q24	yes		MDS			L	Rec	TSG	"Mis, N, F"				"54790,ENSG00000168769,KIAA1546,Q6N021,TET2"
TFE3	transcription factor binding to IGHM enhancer 3	7030	X:49030158-49043226	1	Yes	Xp11.22	yes		"papillary renal, alveolar soft part sarcoma, renal"			E	Dom	"oncogene, fusion"	T	"SFPQ, ASPSCR1, PRCC, NONO, CLTC"			"7030,ENSG00000068323,P19532,TFE3"
TFEB	transcription factor EB	7942	6:41684599-41691213	1		6p21	yes		renal cell carcinoma (childhood epithelioid)			"E,M"	Dom	"oncogene, fusion"	T	ALPHA			"7942,ENSG00000112561,P19484,TFEB"
TFG	TRK-fused gene	10342	3:100713687-100748532	1		3q11-q12	yes		"papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma"			"E, L, M"	Dom	fusion	T	"NTRK1, ALK, NR4A3"			"10342,ENSG00000114354,Q92734,TFG"
TFPT	TCF3 (E2A) fusion partner (in childhood leukaemia)	29844	19:54107050-54115269	2		19q13	yes		pre-B ALL			L	Dom	fusion	T	TCF3			"29844,ENSG00000105619,P0C1Z6,TFPT"
TFRC	"transferrin receptor (p90, CD71)"	7037	3:196051942-196077099	2		3q29	yes		NHL			L	Dom	fusion	T	BCL6			"7037,ENSG00000072274,P02786,TFRC"
TGFBR2	transforming growth factor beta receptor II	7048	3:30606884-30691599	1	Yes	3p22	yes	yes	"head and neck, colorectal"	colorectal	Hereditary Nonpolyposis Colorectal Cancer type 6	E	Rec	TSG	"Mis, F, N"		yes	Loeys-Dietz syndrome 2	"7048,ENSG00000163513,MFS2,P37173,TGFBR2"
THRAP3	thyroid hormone receptor associated protein 3 (TRAP150)	9967	1:36282564-36304017	2		1p34.3	yes		aneurysmal bone cyst			M	Dom	fusion	T	USP6			"9967,ENSG00000054118,Q9Y2W1,THRAP3"
TLX1	"T-cell leukemia, homeobox 1 (HOX11)"	3195	10:101131543-101136914	1		10q24	yes		T-ALL			L	Dom	"oncogene, fusion"	T	"TRB, TRD"			"3195,ENSG00000107807,HOX11,P31314,TCL3,TLX1"
TLX3	"T-cell leukemia, homeobox 3 (HOX11L2)"	30012	5:171309367-171311600	1		5q35.1	yes		T-ALL			L	Dom	"oncogene, fusion"	T	BCL11B			"30012,ENSG00000164438,HOX11L2,O43711,TLX3"
TMEM127	transmembrane protein 127	55654	2:96253808-96265381	1		2q11.2		yes		"pheochromocytoma, renal cell carcinoma"		"O, E"	Rec	TSG	"F, N"				"55654,ENSG00000135956,O75204,TMEM127"
TMPRSS2	"transmembrane protease, serine 2"	7113	21:41466142-41498133	1	Yes	21q22.3	yes		prostate			E	Dom	fusion	T	"ERG, ETV1, ETV4, ETV5"			"7113,ENSG00000184012,O15393,TMPRSS2"
TNC	tenascin C	3371	9:115021157-115091018	2		9q33.1	yes		"SCC, melanoma"			E		oncogene	Mis				"3371,DFNA56,ENSG00000041982,HXB,P24821,TNC"
TNFAIP3	"tumor necrosis factor, alpha-induced protein 3"	7128	6:137871228-137881319	1	Yes	6q23	yes		"marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL"			L	Rec	TSG	"D, N, F"				"7128,ENSG00000118503,P21580,TNFAIP3"
TNFRSF14	"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)"	8764	1:2556665-2563273	1		1p36.32	yes		follicular lymphoma			L	Rec	TSG	"Mis, N, F"				"8764,ENSG00000157873,Q92956,TNFRSF14"
TNFRSF17	"tumor necrosis factor receptor superfamily, member 17"	608	16:11965325-11967847	1		16p13.1	yes		intestinal T-cell lymphoma			L	Dom	"oncogene, fusion"	T	IL2			"608,BCMA,ENSG00000048462,Q02223,TNFRSF17"
TOP1	topoisomerase (DNA) I	7150	20:41029068-41123297	1		20q12-q13.1	yes		AML*			L	Dom	fusion	T	NUP98			"7150,ENSG00000198900,P11387,TOP1"
TP53	tumor protein p53	7157	17:7669609-7676594	1	Yes	17p13	yes	yes	"breast, colorectal, lung, sarcoma, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types"	"breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types"	Li-Fraumeni syndrome	"L, E, M, O"	Rec	"oncogene, TSG, fusion"	"Mis, N, F, T"	NTRK1			"7157,ENSG00000141510,P04637,TP53"
TP63	tumor protein p63	8626	3:189631516-189894502	1	Yes	3q28	yes	yes	"HNSCC, DLBCL"	NSCLC		E		"oncogene, TSG"	"Mis, N, T"	TBL1XR1	yes	"associated with Hay-Wells syndrome, ADULT syndrome, ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome (EEC), acro-dermato-ungual-lacrimal-tooth syndrome, limb mammary syndrome, Rapp-Hodgkin syndrome, split hand-split foot malformation"	"8626,ENSG00000073282,Q9H3D4,TP53CP,TP53L,TP63,TP73L"
TPM3	tropomyosin 3	7170	1:154157639-154183119	1		1q22-q23	yes		"papillary thyroid, ALCL, NSCLC, Spitzoid tumour"			"E, L"	Dom	"TSG, fusion"	T	"NTRK1, ALK, ROS1"			"7170,ENSG00000143549,NEM1,P06753,TPM3"
TPM4	tropomyosin 4	7171	19:16076567-16101347	1		19p13.1	yes		ALCL			L	Dom	fusion	T	ALK			"7171,ENSG00000167460,P67936,TPM4"
TPR	translocated promoter region	7175	1:186313971-186375028	1		1q25	yes		"papillary thyroid, NSCLC"			E	Dom	fusion	T	"NTRK1, ALK"			"7175,ENSG00000047410,P12270,TPR"
TRA	T cell receptor alpha locus	6955	14:-	1		14q11.2	yes		T-ALL			L	Dom	fusion	T	"ATL,OLIG2, MYC, TCL1A, TCL6, MTCP1, TCL6"			
TRAF7	tumour necrosis factor receptor-associated factor 7	84231	16:2163921-2176574	1		16p13.3	yes		meningioma			O	Dom	TSG	Mis				"84231,ENSG00000131653,Q6Q0C0,RFWD1,TRAF7"
TRB	T cell receptor beta locus	6957	7:-	1		7q34	yes		T-ALL			L	Dom	fusion	T	"HOX11, LCK, NOTCH1, TAL2, LYL1"			
TRD	T cell receptor delta locus	6964	14:-	1		14q11.2	yes		T-cell leukaemia			L	Dom	fusion	T	"TAL1, HOX11, TLX1, LMO1, LMO2, RANBP17"			
TRIM24	tripartite motif containing 24	8805	7:138460549-138584951	1		7q32-q34	yes		APL			L	Dom	"oncogene, TSG, fusion"	T	RARA			"8805,ENSG00000122779,O15164,TIF1,TRIM24"
TRIM27	tripartite motif-containing 27	5987	6:28904070-28923632	1		6p22	yes		papillary thyroid			E	Dom	"oncogene, fusion"	T	RET			"5987,ENSG00000204713,P14373,RFP,TRIM27"
TRIM33	"tripartite motif-containing 33 (PTC7,TIF1G)"	51592	1:114397648-114511076	1		1p13	yes		papillary thyroid			E	Dom	"TSG, fusion"	T	RET			"51592,ENSG00000197323,Q9UPN9,TRIM33"
TRIP11	thyroid hormone receptor interactor 11	9321	14:91969673-92039685	1		14q31-q32	yes		AML			L	Dom	fusion	T	PDGFRB			"9321,ENSG00000100815,Q15643,TRIP11"
TRRAP	transformation/transcription domain-associated protein	8295	7:98881151-99012355	1		7q21.2-q22.1	yes		melanoma			E	Dom	oncogene	Mis				"8295,ENSG00000196367,Q9Y4A5,TRRAP"
TSC1	tuberous sclerosis 1 gene	7248	9:132896235-132928872	1		9q34	yes	yes	"renal cell carcinoma, bladder carcinoma"	"hamartoma, renal cell carcinoma, tuberous sclerosis tuber"	Tuberous sclerosis 1	"E, O"	Rec	TSG	"D, Mis, N, F, S"				"7248,ENSG00000165699,Q92574,TSC,TSC1"
TSC2	tuberous sclerosis 2 gene	7249	16:2048616-2088610	1		16p13.3	yes	yes	"pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma, HNSCC"	"hamartoma, renal cell carcinoma, tuberous sclerosis tuber"	Tuberous sclerosis 2	"E, O"	Rec	TSG	"D, Mis, N, F, S"				"7249,ENSG00000103197,P49815,TSC2,TSC4"
TSHR	thyroid stimulating hormone receptor	7253	14:80955681-81144353	1		14q31	yes	yes	toxic thyroid adenoma	thyroid adenoma		E	Dom	oncogene	Mis		yes	"Hereditary nonautoimmune hyperthyroidism; subclinical hypothyroidism"	"7253,ENSG00000165409,TSHR"
